Date,Open,High,Low,Close,Volume,MACD,MACD_Signal,RSI,TR,ATR,MFI,BB_Middle,BB_Std,BB_Upper,BB_Lower,SO_%K,SO_%D,+DI,-DI,DX,ADX,MACD_Histogram,Cumulative_TP_Volume,Cumulative_Volume,VWAP,MFM,MFV,CMF,Fib_23.6,Fib_38.2,Fib_50.0,Fib_61.8,Fib_76.4,ROC,PSAR,sentiment_score,has_sentiment
2011-08-17,103.023,104.38,102.599,104.38,483,-2.9811607160957436,-2.858443884011689,39.871833763082044,1.7809999999999917,3.1798071428571424,61.245427931497126,107.52995000000001,4.055434605498368,115.64081921099675,99.41908078900327,48.964238367506226,42.97438796238293,13.906953027250088,34.47715831822684,42.51438069018024,0.0,-0.1227168320840546,1364277.1970000002,12606,108.22443257179123,1.0,483.0,0.3152164055392879,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-4.868668088441697,105.228,0.0116875,1
2011-08-18,104.295,104.295,103.447,103.786,240,-2.8939919513279335,-2.8655534974749384,42.90610845880767,0.9329999999999927,2.9557357142857135,63.483764148184676,107.2798,4.127347186753256,115.5344943735065,99.02510562649348,44.13312403926703,45.973935839982175,14.961225510689879,27.25523981218117,29.121372922784534,0.0,-0.02843845385299515,1389185.837,12846,108.14150996419119,-0.2004716981132098,-48.113207547170354,0.4060473985749231,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-5.043093194751963,104.38,0.0,0
2011-08-22,103.447,103.447,102.684,102.684,78,-2.8806262017083952,-2.86856803832163,34.79913606911448,1.1020000000000039,2.737664285714285,52.371539642707766,106.81345000000002,4.091405491039146,114.99626098207831,98.63063901792172,35.17034964579957,42.75590401752427,10.843445794512023,31.417031724123557,48.68280515888446,0.0,-0.01205816338676513,1397195.189,12924,108.10857234602291,-1.0,-78.0,0.3412458665890078,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-3.1200762328877003,104.38,0.0,0
2011-08-23,101.751,102.599,101.751,101.751,318,-2.9117541619585268,-2.8772052630490093,34.05046705270722,0.9329999999999927,2.6286642857142843,53.734483340619555,106.15205,3.7574877732055887,113.66702554641118,98.63707445358882,36.35886054914073,38.55411141140244,8.757842793596966,35.25500457864262,60.20324375050164,0.0,-0.03454889890951751,1429552.007,13242,107.95589842924029,-1.0,-318.0,0.30380739649512917,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-3.6923106046265057,104.295,0.0,0
2011-08-24,101.751,102.345,100.903,100.903,422,-2.9706065050381625,-2.89588551144684,38.000000000000014,1.441999999999993,2.4348785714285697,53.74218227511384,105.3889,3.1109394908595536,111.61077898171911,99.1670210182809,27.267269199017978,32.932159797986095,9.454856945051532,31.592364535632488,53.931805350085426,0.0,-0.07472099359132267,1472133.073,13664,107.7380761855972,-1.0,-422.0,0.23537594649406549,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-6.003837984871626,103.447,0.0,0
2011-08-25,100.056,100.056,99.6315,100.056,302,-3.050429776624327,-2.9267943644823378,37.11074258337939,1.2715000000000032,2.4469857142857125,54.604895754227165,104.7954,2.9248683893017957,110.64513677860359,98.94566322139642,18.18639906510989,27.2708429377562,9.40807640887623,35.14761601737418,57.769362806116455,0.0,-0.12363541214198914,1502349.985,13966,107.57195940140342,1.0,302.0,0.24846460601424109,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-4.8381727742217775,102.633032,0.0,0
2011-08-28,98.1052,98.1052,90.0499,90.0499,75,-3.876414051780145,-3.1167183019418996,21.18721704571574,10.006100000000004,2.992135714285713,49.74825219780415,103.811795,4.207456123356935,112.22670724671387,95.39688275328614,0.0,15.15122275470929,4.4545343865705105,51.617215605671106,84.11130600636912,44.59585398505481,-0.7596957498382455,1509103.7275,14041,107.4783653229827,-1.0,-75.0,0.23978102739323717,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-15.176100451201485,102.345,0.0,0
2011-08-29,88.2693,88.2693,81.0619,81.0619,646,-5.196368523178236,-3.532648346189167,17.282092111377096,8.988,3.4463499999999985,49.61401456487904,102.50174,6.519901024708898,115.5415420494178,89.4619379505822,0.0,6.062133021703296,3.867445682699503,62.211573735359806,88.29448222216647,50.16375930353805,-1.6637201769890693,1561469.7149,14687,106.31645093620209,-1.0,-646.0,0.13974672813948613,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-19.120079820404094,100.131882,0.0,0
2011-08-30,80.9771,84.1144,79.1965,84.1144,6040,-5.927798738396945,-4.011678424630722,21.615476521542107,4.917900000000003,3.6764857142857132,73.92264331495956,101.22136,7.472221317681994,116.16580263536399,86.27691736463602,18.06822565534472,6.022741885114907,3.625356512818919,61.44804432804622,88.85763932429285,55.712315726747875,-1.9161203137662222,2069520.6909,20727,99.84661026197713,1.0,6040.0,0.4134113544507715,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-19.61083395454632,98.1052,0.0,0
2011-09-01,83.9449,84.708,82.5882,83.9449,1209,-6.446824704868604,-4.498707680678299,25.384724712798374,2.119799999999998,3.3918285714285696,70.7778013001502,99.953705,8.149758502878294,116.25322200575658,83.65418799424342,17.445487444201564,11.837904366515426,5.1796755226847635,57.3201138871574,83.42498247883987,59.13696770761705,-1.9481170241903047,2171010.075,21936,98.97018941466084,0.2800264175865694,338.5519388621624,0.4175948020072117,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-18.852262511237637,94.32346,0.0,0
2011-09-04,83.0969,83.0969,82.249,82.673,630,-6.881463001051614,-4.975258744752963,13.315181077108122,1.6959000000000088,3.064799999999999,64.71823306375803,98.787805,8.87616586153914,116.54013672307829,81.03547327692172,12.772562778992233,16.095425292846173,5.732371257038435,60.27356714024691,82.63074082051321,62.249507373125674,-1.9062042562986514,2223094.0650000004,22566,98.51520273863336,0.0001179384361402506,0.07430121476835788,0.4158184795061515,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-20.408006084470152,91.298068,0.0,0
2011-09-05,82.249,82.249,80.8075,80.8923,936,-7.2856204923511,-5.43733109427259,13.05621165116608,1.8654999999999973,2.9860499999999988,60.73920522554769,97.54982,9.568093569754593,116.68600713950919,78.41363286049081,6.5144152277049185,12.244155150299571,1.6232624561352889,65.31131667013521,95.1497044507502,65.32307677452847,-1.84828939807851,2298809.2578000003,23502,97.81334600459536,-0.8823447797433204,-825.8747138397479,0.35395749016024797,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-22.12234406138382,88.8777544,0.0,0
2011-09-06,79.7052,80.9771,77.755,77.755,1357,-7.769510031205684,-5.903766881659209,10.714822948945539,3.2220999999999975,3.028414285714285,50.5826934510999,96.07017,10.237863576737825,116.54589715347565,75.59444284652436,0.0,6.42899266889905,1.6005547457650842,69.59724325318771,95.50392065274653,68.09105403117583,-1.865743149546475,2404322.7928000004,24859,96.71840350778392,-1.0,-1357.0,0.2341469499645603,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-25.50776010730025,86.94150352,0.0,0
2011-09-07,76.3983,78.0094,76.3135,76.5679,617,-8.154781777815899,-6.3539698608905475,10.345348442025113,1.6958999999999946,2.998121428571427,48.459683999369,94.641415,10.878899508114698,116.3992140162294,72.8836159837706,0.9064186841964257,2.4736113039671146,1.6167266645542067,72.7245870628513,95.65052974317237,71.84616259838596,-1.8008119169253511,2451565.1871,25476,96.23038102920397,-0.6999823102777398,-431.88908544136547,0.22159916641567068,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-26.225213419921765,85.104202816,0.0,0
2011-09-08,76.3135,76.3983,74.7873,75.0416,1039,-8.485457000626553,-6.7802672888377495,8.612322745560562,1.7805999999999926,2.9980928571428556,42.9575352234102,93.08544499999999,11.35941457973009,115.80427415946018,70.36661584053981,0.8618089515617979,0.5894092119194079,1.4142323810612825,76.36140117646222,96.36330219022824,75.69251413410367,-1.7051897117888037,2529533.4095,26515,95.4000908730907,-0.6842954686530106,-710.982991930478,0.16484487927814798,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-26.919870671185382,83.3460622528,0.0,0
2011-09-12,76.2287,76.2287,74.1937,76.0591,338,-8.566664574046584,-7.137546745879517,11.347509821032787,2.0349999999999966,3.0768071428571417,45.1348204073747,91.87715,11.835302532343889,115.54775506468778,68.20654493531222,6.376716473013282,2.714981369590502,1.378051923027803,75.78589121840128,96.42824908389647,80.50014814561166,-1.4291178281670671,2555241.3853,26853,95.15664489256322,0.8333169533169504,281.66113022112927,0.21185516869353813,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-25.249776414973812,81.63430980224,0.0,0
2011-09-13,76.7375,80.2988,76.7375,80.2988,168,-8.194453247534668,-7.348928046210547,21.304410249047564,4.239699999999999,3.30092857142857,46.07141988012397,90.66039,11.704979155218764,114.07034831043754,67.25043168956248,21.49282000190103,9.577115142158704,10.09174907493561,68.98924545041439,74.47743510180408,82.34262171296305,-0.8455252013241203,2568731.5837000003,27021,95.0642679286481,1.0,168.0,0.18034807401378988,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-20.41980912361377,74.1937,0.0,0
2011-09-14,78.7725,78.7725,76.6527,77.1614,720,-8.059727527361119,-7.491087942440662,20.164769831832857,3.646100000000004,3.494721428571428,45.16561577922229,89.34611,11.669354604482567,112.68481920896514,66.00740079103485,10.541964314259001,12.803833596391106,9.532131112024036,63.42994843243178,73.8709993697038,83.3188899714775,-0.5686395849204571,2624287.7917000004,27741,94.59961038535022,-0.5200490612321869,-374.43532408717454,0.15732440858496188,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-22.88178619972815,74.1937,0.0,0
2011-09-15,77.1614,78.4333,77.1614,78.4333,119,-7.760862333181137,-7.5450428205887565,23.014490943460586,1.2719000000000023,3.4825714285714287,47.278715216266136,88.074225,11.385739151138317,110.84570330227663,65.30274669772336,16.392973556102888,16.142585957420973,9.565386824185723,61.911969808844034,73.23519706165087,84.69770366516074,-0.21581951259238075,2633621.3544000005,27860,94.53055830581481,1.0,119.0,0.1761066243079978,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-12.900180899701159,74.315802,0.04324,1
2011-09-18,76.9071,76.9071,75.4656,76.3135,357,-7.607366670126396,-7.557507590496284,22.331764777174143,2.9677000000000078,3.603728571428572,47.400174290319164,86.69635,11.03552117899767,108.76739235799533,64.62530764200466,8.865190389561503,11.93337608664113,9.243799081110419,60.67148707093051,73.55714439612407,85.8254023501613,-0.049859079630111935,2660865.2739000004,28217,94.30007704220861,0.1764134582032702,62.97960457856746,0.15583271107435637,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-5.857745747385628,74.43546196,0.0,0
2011-09-19,77.1614,77.8398,76.3135,77.8398,622,-7.278656772631905,-7.501737426923408,32.26611359470631,1.526299999999992,2.998028571428571,49.79616035701349,85.36934,10.372990524302242,106.11532104860447,64.62335895139552,25.903691494501064,17.053951813388483,13.333523934776162,50.10078051290847,57.961156661621324,83.95753453982216,0.22308065429150314,2709281.6295000003,28839,93.94506153125977,1.0,622.0,0.16306115025138246,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-7.459602636409469,74.5527287208,0.0,0
2011-09-20,78.4333,79.7052,76.9071,79.7052,161,-6.789366035020777,-7.359263148542882,47.51550178916104,2.798100000000005,2.555892857142857,52.67872652625802,84.1653,9.482101104824093,103.1295022096482,65.20109779035181,52.419086387110916,29.06265609039116,20.853210368196738,33.649130161391724,23.477743650748874,79.32776749900663,0.5698971135221056,2722114.1667000004,29000,93.86600574827588,1.0,161.0,0.1768035693684451,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-5.050574841354268,74.667650146384,0.0,0
2011-09-21,78.4333,80.5531,78.4333,80.5531,206,-6.261008151877917,-7.139612149209889,42.90540944351699,2.119799999999998,2.356028571428571,18.687690293485986,83.05875499999999,8.44147495309078,99.94170490618156,66.17580509381843,60.48334173459003,46.268706538734,25.19281842325461,30.848219158147494,10.09153466632048,73.70161716629431,0.8786039973319726,2738708.1053000004,29206,93.77210522837774,1.0,206.0,0.19285621297001979,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-2.5641987105826587,74.78027314345633,0.0,0
2011-09-22,82.1642,82.1642,80.9771,81.4011,231,-5.708055301530905,-6.853300779674093,45.065794578154325,1.6110999999999933,2.3196928571428566,24.50762598748743,82.04126,7.205821344572449,96.45290268914489,67.6296173108551,80.95291580555299,64.61844797575132,28.720551058175786,31.331426266408435,4.347692323469593,68.05323929805358,1.1452454781431882,2757511.7594000003,29437,93.67502664673711,-0.28565411507032895,-65.98610058124599,0.2094534584128815,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,0.6289844645287545,75.01118621771808,0.0,0
2011-09-25,81.4011,81.4011,79.79,79.79,168,-5.33830186833562,-6.550300997406399,44.480479698580204,1.6110999999999933,2.3136357142857125,26.228377700694097,80.98561,5.682699326432186,92.35100865286437,69.62021134713562,69.47351433217891,70.30325729077397,28.795742013960705,34.03116307357928,8.333087635502322,62.7462640705528,1.2119991290707794,2770916.4794000005,29605,93.59623304847156,-1.0,-168.0,0.2287245943790613,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,2.617195035689037,75.44036704465499,0.0,0
2011-09-26,81.3163,81.3163,80.5531,80.5531,150,-4.9268995845690995,-6.225620714838939,49.324270483050974,1.526299999999992,2.2894071428571405,32.1806733732559,80.010465,3.4872511855065875,86.98496737101317,73.03596262898682,79.78671350605362,76.7377145479285,29.10048452968173,29.893890183672006,1.3448835721123165,56.04591972207867,1.2987211302698398,2782999.4444000004,29755,93.53048040329358,-1.0,-150.0,0.20229899037283022,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,5.204792086501009,75.84379702197569,0.0,0
2011-09-27,79.7052,80.4683,79.7052,79.7052,412,-4.61606760059739,-5.90371009199063,54.27499188930882,0.8478999999999957,2.1198214285714263,37.96873511829458,79.49323000000001,2.565046285434708,84.62332257086943,74.36313742913059,69.14873596386684,72.80298793403313,31.428523292056276,24.856878106309445,11.675576654833348,50.05818086508487,1.2876424913932398,2815837.9868000005,30167,93.34166429542216,-1.0,-412.0,0.17717343166294283,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,6.214686254024437,76.22302120065714,0.0,0
2011-09-29,81.2315,81.3163,80.9771,80.9771,325,-4.218471401182541,-5.566662353829011,59.629513151802655,1.6110999999999933,2.113764285714283,46.773447987017356,79.48899,2.5623855202980135,84.61376104059603,74.36421895940397,85.10632959036444,78.0139263534283,34.38415555187597,20.05697351035895,26.31683487889966,45.105774089065385,1.3481909526464708,2842155.5443000006,30492,93.20987617407847,-1.0,-325.0,0.20108185757650213,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,6.466024446778876,76.57949192861771,0.0,0
2011-10-02,82.5882,83.0969,82.5882,83.0969,204,-3.6897898044765185,-5.191287843958513,67.1479114600408,2.119800000000012,2.137992857142856,60.6485666425304,79.438115,2.4743037630553295,84.38672252611066,74.48950747388933,100.0,84.7516885180771,39.94333804402662,14.730772186195953,46.1142682554233,41.51655737943646,1.5014980394819943,2859107.3119000006,30696,93.14266718464948,1.0,204.0,-0.2666166356709182,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,3.4846099817182887,76.91457441290065,0.0,0
2011-10-13,82.673,83.2665,82.673,83.2665,440,-3.220002344897992,-4.797030744146409,65.91754344119649,0.5934999999999917,2.03502857142857,61.9253679477313,79.404195,2.4131635980653394,84.23052219613068,74.57786780386932,100.0,95.03544319678815,42.55959902282872,13.392581360739028,52.12847374694191,38.35228771251114,1.5770283992484169,2895744.5719000003,31136,93.00310161549334,1.0,440.0,-0.2778753456375594,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,7.9121166801016996,77.4091604598686,0.0,0
2011-10-16,84.6232,84.6232,82.249,82.249,212,-2.8964081546880607,-4.416906226254739,55.02173286090969,2.374200000000002,1.9017785714285702,57.29012198331662,79.382995,2.3846289905573577,84.15225298111471,74.61373701888527,74.07399318598759,91.35799772866254,35.35036751311741,14.330945843928022,42.30850645619773,36.054507094967825,1.5204980715666787,2913181.3599000005,31348,92.93037386436139,-1.0,-212.0,-0.31525022558418525,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,4.864897945132989,77.99489441388174,0.0,0
2011-10-17,81.8251,81.8251,80.3836,80.3836,514,-2.758679280253631,-4.085260837054518,58.878736442994466,1.865399999999994,1.7745857142857122,59.764363507282404,79.35756,2.3703533272936057,84.09826665458722,74.61685334541279,53.70402725604968,75.92600681401242,37.88409367176243,22.52517690245606,25.42476779360626,32.594061982389434,1.3265815568008872,2954498.5303000007,31862,92.7279684357542,-1.0,-514.0,-0.2938579865120296,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,5.333394484593153,78.79029108421592,0.0,0
2011-10-18,81.9099,81.9099,80.1292,80.5531,247,-2.6058127344118134,-3.7893712165259776,56.218902553511086,1.780699999999996,1.810928571428569,61.026496631675535,79.497465,2.3533019600186544,84.20406892003732,74.7908610799627,55.55494889490701,61.110989778981434,37.12381177769891,23.076558987102093,23.334163248725716,29.02970242432335,1.1835584821141643,2974395.1460000006,32109,92.63431268491702,-0.5238950974335888,-129.4020890660964,-0.16952480776643633,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,3.485748935634475,79.49024015411001,0.0,0
2011-10-19,81.4011,81.4011,78.6029,78.9421,302,-2.5848624465367465,-3.5484694625281317,57.94888233017224,2.7981999999999942,1.7988214285714252,61.59760754266942,79.61617500000001,2.255598999653563,84.12737299930714,75.10497700069288,31.63291093541276,46.96396236212315,37.3736772092839,22.558818273869726,24.719242567796076,25.541280865157066,0.9636070159913852,2998235.6602000007,32411,92.50673105427173,-0.7575584304195613,-228.7826459867075,-0.14793776739033965,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-0.9574030301661729,84.6232,0.0,0
2011-10-20,78.0094,79.6204,76.4831,79.6204,995,-2.4848818797225363,-3.335751945967013,55.67561709506327,3.1373000000000104,1.913892857142855,64.73917479631908,79.845115,1.982712403774244,83.8105398075485,75.87969019245152,38.5412955614797,41.90971846393316,31.64567355240816,29.113810670100182,4.167024975123222,21.698842887550057,0.8508700662444766,3077457.9582000007,33406,92.12291080045503,1.0,995.0,0.09868445437214808,106.9144576,100.8235712,95.9008,90.9780288,84.8871424,-1.1578697778235685,84.502794,0.0,0
